	brand	km_driven	fuel	owner	selling_price
1732	Honda	70000	Diesel	First Owner	500000
1733	Hyundai	90000	Diesel	Third Owner	350000
1734	Maruti	70000	Diesel	Second Owner	756000
1735	Maruti	50000	Petrol	First Owner	240000
1736	Maruti	120000	Petrol	Second Owner	80000
1737	Hyundai	5000	Petrol	First Owner	800000
1738	Tata	25000	Diesel	First Owner	1250000
1739	Mahindra	80000	Diesel	Third Owner	320000
1740	Hyundai	25000	Petrol	First Owner	509999
1741	Tata	15000	Diesel	First Owner	650000
1742	Maruti	35000	Petrol	Second Owner	210000
1743	Maruti	80000	Petrol	Second Owner	110000
1744	Tata	25000	Diesel	First Owner	665000
1745	Volkswagen	52000	Diesel	First Owner	555000
1746	Volkswagen	52000	Diesel	First Owner	560000
1747	Mahindra	80000	Diesel	First Owner	375000
1748	Maruti	77000	Diesel	Second Owner	290000
1749	Toyota	50000	Diesel	First Owner	2950000
1750	Maruti	127000	Diesel	First Owner	605000
1751	Honda	30000	Petrol	First Owner	720000
1752	Maruti	70000	Diesel	First Owner	800000
1753	Mahindra	54000	Diesel	First Owner	1325000
1754	Mitsubishi	120000	Diesel	Second Owner	625000
1755	Hyundai	116500	Diesel	First Owner	350000
1756	Toyota	145000	Diesel	Second Owner	600000
1757	Hyundai	120000	Petrol	First Owner	300000
1758	Tata	120000	Diesel	First Owner	240000
1759	Ford	80000	Diesel	First Owner	377000
1760	Maruti	140000	Petrol	First Owner	450000
1761	Hyundai	100000	Petrol	Fourth & Above Owner	160000
1762	Hyundai	100000	Petrol	First Owner	525000
1763	Toyota	168000	Diesel	Second Owner	550000
1764	Chevrolet	120000	Diesel	Third Owner	270000
1765	Toyota	145000	Diesel	Second Owner	570000
1766	Ford	90000	Diesel	Second Owner	225000
1767	Hyundai	90000	Petrol	First Owner	590000
1768	Jeep	80000	Diesel	First Owner	1675000
1769	Ford	33000	Petrol	First Owner	800000
1770	Chevrolet	13500	Petrol	First Owner	450000
1771	Tata	80000	Diesel	First Owner	300000
1772	Hyundai	20000	Petrol	First Owner	645000
1773	Maruti	58000	Diesel	First Owner	520000
1774	Hyundai	40000	Petrol	First Owner	200000
1775	Honda	30000	Petrol	First Owner	700000
1776	Maruti	50000	Petrol	Second Owner	45000
1777	Ford	73000	Diesel	First Owner	459999
1778	Maruti	90000	Diesel	Second Owner	325000
1779	Maruti	50000	Petrol	Second Owner	350000
1780	Hyundai	80000	Diesel	Third Owner	440000
1781	Hyundai	70000	Diesel	Second Owner	320000
1782	Chevrolet	41000	Petrol	First Owner	169000
1783	Volkswagen	50000	Petrol	Fourth & Above Owner	350000
1784	Ford	113226	Diesel	First Owner	350000
1785	Ford	90000	Diesel	Second Owner	310000
1786	Maruti	70000	Petrol	Third Owner	150000
1787	Mahindra	160500	Diesel	Fourth & Above Owner	420000
1788	Maruti	30000	Petrol	First Owner	685000
1789	Renault	132000	Diesel	Second Owner	560000
1790	Maruti	120000	Diesel	Third Owner	470000
1791	Hyundai	80000	Petrol	Second Owner	380000
1792	Mahindra	57000	Diesel	Second Owner	670000
1793	Maruti	5000	Petrol	First Owner	550000
1794	Hyundai	25000	Petrol	First Owner	749000
1795	Hyundai	80000	Diesel	Second Owner	899000
1796	Chevrolet	88000	Diesel	Third Owner	290000
1797	Toyota	217000	Diesel	Second Owner	869999
1798	Datsun	60000	Petrol	First Owner	350000
1799	Maruti	43000	Petrol	First Owner	500000
1800	Skoda	77000	Diesel	Second Owner	400000
1801	Renault	30000	Petrol	First Owner	260000
1802	Maruti	40000	Petrol	Second Owner	220000
1803	Chevrolet	139000	Diesel	Second Owner	190000
1804	Hyundai	80000	Petrol	First Owner	400000
1805	Chevrolet	76000	Diesel	Second Owner	170000
1806	Hyundai	3500	Petrol	First Owner	650000
1807	Maruti	62000	Petrol	Second Owner	60000
1808	Tata	110000	Petrol	Second Owner	300000
1809	Chevrolet	40000	Petrol	Second Owner	125000
1810	Tata	120000	Diesel	Second Owner	130000
1811	Mahindra	1500000	Diesel	First Owner	500000
1812	Maruti	70000	Petrol	Third Owner	170000
1813	Maruti	77000	Diesel	Second Owner	310000
1814	Chevrolet	110000	Petrol	Second Owner	130000
1815	Maruti	20000	Petrol	First Owner	465000
1816	Mahindra	90000	Diesel	Third Owner	160000
1817	Mercedes-Benz	120005	Diesel	Second Owner	800000
1818	Maruti	16830	Petrol	First Owner	260000
1819	Mahindra	70000	Diesel	First Owner	500000
1820	Renault	38000	Petrol	First Owner	325000
1821	Mahindra	80000	Diesel	First Owner	400000
1822	Toyota	50000	Diesel	First Owner	3200000
1823	Tata	50000	Diesel	First Owner	200000
1824	Mahindra	52000	Diesel	First Owner	450000
1825	Tata	50000	Diesel	First Owner	229999
1826	Hyundai	30000	Petrol	First Owner	340000
1827	Mahindra	103000	Diesel	First Owner	550000
1828	Ford	93468	Diesel	Second Owner	975000
1829	Volvo	20000	Diesel	First Owner	3800000
1830	Volkswagen	80000	Petrol	Second Owner	225000
1831	Ford	12000	Diesel	First Owner	3250000
1832	Tata	70000	Diesel	First Owner	280000
1833	Honda	4500	Petrol	First Owner	700000
1834	Tata	35000	Diesel	First Owner	259000
1835	Toyota	60000	Diesel	First Owner	3200000
1836	Mahindra	30000	Diesel	First Owner	1400000
1837	Ford	40000	Petrol	First Owner	416000
1838	Tata	70000	Diesel	First Owner	250000
1839	Tata	120000	Diesel	First Owner	210000
1840	Mahindra	120000	Diesel	Second Owner	290000
1841	Tata	90000	Diesel	First Owner	220000
1842	Tata	35000	Diesel	Second Owner	246000
1843	Maruti	30000	Petrol	First Owner	260000
1844	Hyundai	70000	Diesel	First Owner	1050000
1845	Tata	60000	Diesel	First Owner	290000
1846	Tata	70000	Diesel	First Owner	310000
1847	Hyundai	6000	Petrol	First Owner	700000
1848	Maruti	20000	Petrol	First Owner	550000
1849	Tata	70000	Diesel	First Owner	450000
1850	Honda	65000	Petrol	First Owner	773000
1851	Tata	25000	Petrol	First Owner	450000
1852	Maruti	10000	Petrol	First Owner	409999
1853	Maruti	35000	Petrol	Fourth & Above Owner	45000
1854	Nissan	80000	Petrol	Second Owner	600000
1855	Chevrolet	63000	Petrol	First Owner	250000
1856	Tata	100000	Diesel	First Owner	70000
1857	Honda	1303	Petrol	First Owner	690000
1858	Audi	31800	Diesel	First Owner	3975000
1859	Lexus	20000	Petrol	First Owner	5150000
1860	Jaguar	45000	Diesel	First Owner	3200000
1861	Jeep	17000	Petrol	First Owner	4100000
1862	Toyota	4295	Petrol	First Owner	1000000
1863	Toyota	5229	Petrol	First Owner	1000000
1864	Toyota	68089	Petrol	First Owner	2000000
1865	Maruti	23712	Diesel	First Owner	925000
1866	Honda	56494	Petrol	First Owner	550000
1867	Maruti	16589	Petrol	First Owner	430000
1868	Toyota	79328	Diesel	Second Owner	750000
1869	Honda	53201	Petrol	Second Owner	675000
1870	Maruti	25272	Petrol	First Owner	570000
1871	Maruti	53619	Diesel	First Owner	850000
1872	BMW	7500	Diesel	First Owner	5400000
1873	BMW	8500	Diesel	First Owner	5500000
1874	Honda	7032	Petrol	First Owner	779000
1875	Ford	6001	Petrol	First Owner	640000
1876	Tata	80000	Diesel	First Owner	250000
1877	Renault	12000	Diesel	First Owner	1250000
1878	Ford	25000	Petrol	First Owner	889000
1879	Hyundai	40000	Diesel	Second Owner	750000
1880	Maruti	130000	Diesel	Third Owner	320000
1881	Skoda	202000	Diesel	First Owner	600000
1882	Maruti	40000	Diesel	First Owner	1000000
1883	Maruti	70000	Petrol	Fourth & Above Owner	110000
1884	Honda	120000	Petrol	Second Owner	250000
1885	Maruti	60000	Diesel	First Owner	600000
1886	Maruti	60000	Petrol	First Owner	165000
1887	Maruti	60000	Petrol	Second Owner	118000
1888	Maruti	78000	Diesel	First Owner	700000
1889	Renault	80000	Diesel	Second Owner	585000
1890	Maruti	120000	Petrol	Fourth & Above Owner	120000
1891	Maruti	90000	Petrol	Fourth & Above Owner	65000
1892	Maruti	100000	Petrol	Second Owner	150000
1893	Maruti	70000	Petrol	Fourth & Above Owner	150000
1894	Hyundai	160000	Diesel	Third Owner	170000
1895	Mahindra	120000	Diesel	Third Owner	250000
1896	Hyundai	100000	Diesel	Third Owner	100000
1897	Maruti	60000	Diesel	Second Owner	599000
1898	Chevrolet	135000	Diesel	Third Owner	250000
1899	Maruti	90000	Petrol	First Owner	570000
1900	Volkswagen	75000	Diesel	Second Owner	440000
1901	Toyota	185000	Diesel	Second Owner	300000
1902	Nissan	71717	Petrol	Second Owner	300000
1903	Mahindra	150000	Diesel	Second Owner	500000
1904	Maruti	55000	Diesel	First Owner	660000
1905	Ford	90000	Petrol	Second Owner	256000
1906	Renault	35000	Petrol	First Owner	409999
1907	Toyota	120000	Diesel	Second Owner	1888000
1908	Hyundai	100000	LPG	Second Owner	250000
1909	Honda	40000	Petrol	Third Owner	280000
1910	Mahindra	100000	Diesel	First Owner	300000
1911	Tata	120000	Diesel	First Owner	900000
1912	Maruti	60000	Petrol	First Owner	190000
1913	Mahindra	2000	Diesel	First Owner	800000
1914	Mahindra	100000	Diesel	First Owner	450000
1915	Mahindra	110000	Diesel	First Owner	400000
1916	Tata	90000	Diesel	Second Owner	150000
1917	Tata	84321	Diesel	First Owner	200000
1918	Mahindra	177000	Diesel	First Owner	600000
1919	Tata	60000	Diesel	First Owner	175000
1920	Tata	205000	Diesel	Second Owner	99000
1921	Hyundai	70000	Petrol	Second Owner	215000
1922	Maruti	70000	Petrol	Third Owner	190000
1923	Renault	126000	Diesel	Second Owner	520000
1924	Ford	120000	Diesel	Second Owner	2280000
1925	Tata	70000	Diesel	First Owner	285000
1926	Mahindra	82000	Diesel	First Owner	660000
1927	Maruti	110000	Petrol	Third Owner	31504
1928	Maruti	45000	Petrol	Second Owner	515000
1929	Nissan	70000	Diesel	Second Owner	295000
1930	Nissan	80000	Diesel	Second Owner	700000
1931	Mahindra	45000	Diesel	First Owner	1100000
1932	Hyundai	60000	Petrol	First Owner	300000
1933	Maruti	41800	Petrol	First Owner	450000
1934	Maruti	132000	Petrol	Second Owner	135000
1935	Maruti	50000	Diesel	Second Owner	700000
1936	Ford	40000	Diesel	First Owner	250000
1937	Maruti	96000	Petrol	Second Owner	140000
1938	Mahindra	117000	Diesel	First Owner	250000
1939	Hyundai	110000	Petrol	Second Owner	210000
1940	Honda	100000	Diesel	Second Owner	420000
1941	Maruti	88700	Petrol	Third Owner	130000
1942	Nissan	70000	Petrol	Second Owner	320000
1943	Maruti	110000	Petrol	Second Owner	200000
1944	Maruti	15000	Petrol	First Owner	310000
1945	Mahindra	80000	Diesel	Second Owner	200000
1946	Maruti	50000	Petrol	First Owner	350000
1947	Hyundai	15000	Petrol	First Owner	444000
1948	Datsun	25000	Petrol	First Owner	300000
1949	Mahindra	57000	Diesel	Second Owner	225000
1950	Mahindra	75000	Diesel	First Owner	600000
1951	Maruti	26000	Petrol	First Owner	260000
1952	Hyundai	160000	Diesel	First Owner	375000
1953	Maruti	26000	Petrol	First Owner	260000
1954	Maruti	120000	Petrol	Second Owner	150000
1955	Maruti	50000	Petrol	Second Owner	110000
1956	Maruti	40000	Petrol	First Owner	225000
1957	Toyota	90000	Diesel	Third Owner	400000
1958	Maruti	120000	Petrol	Third Owner	93000
1959	Honda	28000	Petrol	First Owner	860000
1960	Maruti	50000	Diesel	First Owner	650000
1961	Maruti	90000	Diesel	First Owner	650000
1962	Hyundai	40000	Diesel	First Owner	710000
1963	Ford	113000	Diesel	First Owner	430000
1964	Maruti	188000	Diesel	Second Owner	305000
1965	Ford	100000	Diesel	First Owner	220000
1966	Tata	225000	Diesel	Third Owner	150000
1967	Mahindra	67000	Diesel	Second Owner	660000
1968	Chevrolet	70000	Diesel	Fourth & Above Owner	140000
1969	Toyota	50000	Petrol	First Owner	1100000
1970	Jaguar	60000	Diesel	First Owner	2450000
1971	Volkswagen	34000	Diesel	First Owner	625000
1972	Honda	110000	Petrol	Third Owner	198000
1973	Hyundai	71000	Petrol	Second Owner	60000
1974	Maruti	140000	Petrol	Second Owner	130000
1975	Honda	100000	Petrol	Second Owner	540000
1976	Hyundai	10000	Petrol	First Owner	550000
1977	Maruti	30000	Petrol	First Owner	475000
1978	Audi	22000	Diesel	First Owner	2825000
1979	Honda	5500	Diesel	First Owner	2125000
1980	BMW	18000	Diesel	First Owner	3350000
1981	Toyota	20000	Diesel	First Owner	1800000
1982	Hyundai	7000	Petrol	First Owner	540000
1983	Force	20000	Diesel	First Owner	910000
1984	Maruti	4875	Petrol	First Owner	484999
1985	Hyundai	2700	Diesel	First Owner	1950000
1986	Maruti	58511	Diesel	First Owner	950000
1987	Ford	105000	Diesel	First Owner	365000
1988	Mahindra	26235	Diesel	First Owner	900000
1989	Tata	26766	Diesel	First Owner	919999
1990	MG	1600	Petrol	First Owner	1900000
1991	Mercedes-Benz	46000	Diesel	First Owner	2950000
1992	Mahindra	23000	Diesel	First Owner	1075000
1993	Maruti	24522	Petrol	First Owner	600000
1994	BMW	13663	Diesel	First Owner	3200000
1995	Skoda	11000	Diesel	First Owner	2600000
1996	Maruti	63000	Diesel	First Owner	839000
1997	Volkswagen	2000	Petrol	First Owner	635000
1998	Mahindra	300000	Diesel	Third Owner	550000
1999	Mahindra	190000	Diesel	Third Owner	180000
2000	Honda	80000	Diesel	First Owner	650000
2001	Honda	80000	Petrol	Second Owner	350000
2002	Maruti	54000	Petrol	First Owner	265000
2003	Renault	30000	Petrol	First Owner	330000
2004	Maruti	5000	Petrol	First Owner	395000
2005	Mahindra	58945	Diesel	First Owner	700000
2006	Ford	90000	Diesel	First Owner	300000
2007	Toyota	375000	Diesel	First Owner	650000
2008	Maruti	160000	Diesel	Third Owner	625000
2009	Volkswagen	80000	Diesel	Second Owner	425000
2010	Maruti	50000	Petrol	Third Owner	55000
2011	Tata	80000	Diesel	Second Owner	250000
2012	Mahindra	156975	Diesel	First Owner	459999
2013	Toyota	5000	Diesel	First Owner	1594000
2014	Chevrolet	50000	Petrol	First Owner	300000
2015	Ford	27620	Diesel	First Owner	950000
2016	Mahindra	120000	Diesel	First Owner	484999
2017	Mahindra	120000	Diesel	Third Owner	161000
2018	Hyundai	58000	Petrol	First Owner	500000
2019	Nissan	50000	Petrol	First Owner	350000
2020	Maruti	40000	Petrol	First Owner	550000
2021	Honda	7800	Petrol	First Owner	850000
2022	Maruti	50000	Petrol	First Owner	240000
2023	Ford	68000	Diesel	First Owner	950000
2024	Maruti	60000	Petrol	Second Owner	423000
2025	Tata	74000	Petrol	Second Owner	90000
2026	Tata	58000	Diesel	Second Owner	350000
2027	Maruti	70000	Petrol	Third Owner	170000
2028	Ford	70000	Petrol	First Owner	450000
2029	Hyundai	110000	Petrol	Second Owner	150000
2030	Hyundai	80000	Petrol	Third Owner	75000
2031	Hyundai	80000	Diesel	First Owner	511000
2032	Maruti	59000	D!esel	First Owner	850000
2033	Tata	110000	Diesel	First Owner	250000
2034	Maruti	25000	Petrol	First Owner	420000
2035	Maruti	55000	Petrol	First Owner	180000
2036	Maruti	25000	Diesel	First Owner	400000
2037	Mahindra	300000	Diesel	First Owner	150000
2038	Ford	143200	Diesel	First Owner	500000
2039	Jeep	60000	Diesel	First Owner	1689999
2040	Nissan	120000	Diesel	First Owner	204999
2041	Maruti	145000	Diesel	Second Owner	459999
2042	Hyundai	30000	Petrol	First Owner	600000
2043	Hyundai	8000	Petrol	First Owner	585000
2044	Ford	170000	Diesel	First Owner	551000
2045	Maruti	100000	Diesel	First Owner	525000
2046	Maruti	62000	Petrol	First Owner	160000
2047	Mahindra	110000	Diesel	First Owner	825000
2048	Mahindra	110000	Diesel	First Owner	825000
2049	Mahindra	110000	Diesel	First Owner	825000
2050	Mahindra	110000	Diesel	First Owner	825000
2051	Maruti	100000	Diesel	First Owner	550000
2052	Mahindra	120000	Diesel	First Owner	650000
2053	Maruti	24000	Diesel	First Owner	750000
2054	Mahindra	80000	Diesel	First Owner	380000
2055	Hyundai	138000	Diesel	First Owner	400000
2056	Maruti	147000	Petrol	Fourth & Above Owner	50000
2057	Mahindra	60000	Diesel	First Owner	750000
2058	Chevrolet	80000	Petrol	First Owner	150000
2059	Maruti	50000	Petrol	First Owner	245000
2060	Tata	189000	Diesel	First Owner	260000
2061	Volkswagen	90000	Diesel	Second Owner	411000
2062	Hyundai	56000	Diesel	First Owner	450000
2063	BMW	140000	Diesel	Second Owner	1300000
2064	Maruti	60000	Petrol	First Owner	351000
2065	Mahindra	130000	Diesel	First Owner	550000
2066	BMW	140000	Diesel	Second Owner	1300000
2067	Tata	189000	Diesel	First Owner	260000
2068	Volkswagen	90000	Diesel	Second Owner	411000
2069	Hyundai	56000	Diesel	First Owner	450000
2070	BMW	140000	Diesel	Second Owner	1300000
2071	Maruti	60000	Petrol	First Owner	351000
2072	Mahindra	130000	Diesel	First Owner	550000
2073	BMW	140000	Diesel	Second Owner	1300000
2074	Nissan	35000	Diesel	First Owner	750000
2075	Nissan	35000	Diesel	First Owner	800000
2076	Tata	156000	Diesel	First Owner	350000
2077	Maruti	90000	Petrol	First Owner	200000
2078	Tata	60000	Diesel	Third Owner	150000
2079	Nissan	36000	Diesel	First Owner	800000
2080	Hyundai	20000	Petrol	Second Owner	350000
2081	Tata	160000	Diesel	First Owner	350000
2082	Mahindra	185000	Diesel	First Owner	250000
2083	Tata	110000	Diesel	Second Owner	170000
2084	Renault	10800	Petrol	First Owner	395000
2085	Mahindra	120000	Diesel	First Owner	450000
2086	Maruti	15000	Petrol	First Owner	500000
2087	Tata	67500	Diesel	First Owner	200000
2088	Tata	30000	Diesel	First Owner	1200000
2089	Mahindra	50000	Diesel	First Owner	400000
2090	Mahindra	100000	Diesel	First Owner	650000
2091	Mahindra	150000	Diesel	First Owner	550000
2092	Mahindra	110000	Diesel	First Owner	1100000
2093	Maruti	30000	Petrol	First Owner	254999
2094	Maruti	60000	Petrol	First Owner	180000
2095	Mahindra	255000	Diesel	Second Owner	160000
2096	Chevrolet	120000	Diesel	Second Owner	225000
2097	Maruti	49900	Petrol	Second Owner	270000
2098	Tata	86000	Diesel	First Owner	310000
2099	Datsun	71850	Petrol	First Owner	225000
2100	Fiat	95000	Diesel	Third Owner	300000
2101	Maruti	70000	Petrol	Fourth & Above Owner	250000
2102	Hyundai	35000	Petrol	First Owner	180000
2103	Maruti	50000	Petrol	First Owner	550000
2104	Mahindra	120000	Diesel	Third Owner	300000
2105	Hyundai	145000	Diesel	First Owner	900000
2106	Tata	190000	Diesel	Third Owner	254999
2107	Mahindra	40000	Diesel	First Owner	1530000
2108	Maruti	110000	Diesel	First Owner	590000
2109	Maruti	112000	LPG	Second Owner	170000
2110	Audi	70000	Diesel	First Owner	2600000
2111	Maruti	110000	Diesel	First Owner	475000
2112	Hyundai	29000	Diesel	First Owner	700000
2113	Maruti	60000	Petrol	First Owner	376000
2114	Hyundai	120000	Petrol	Fourth & Above Owner	100000
2115	Maruti	46000	Petrol	Fourth & Above Owner	75000
2116	Mahindra	120000	Diesel	Third Owner	440000
2117	Maruti	80000	Petrol	First Owner	390000
2118	Toyota	159000	Diesel	Second Owner	725000
2119	Mahindra	110000	Diesel	Second Owner	325000
2120	Maruti	75000	Petrol	Second Owner	170000
2121	Maruti	120000	Diesel	Third Owner	215000
2122	Honda	110000	Petrol	Third Owner	350000
2123	Chevrolet	80000	Petrol	Fourth & Above Owner	80000
2124	Hyundai	80000	Petrol	Second Owner	195000
2125	Maruti	85000	Diesel	First Owner	280000
2126	Nissan	71000	Diesel	First Owner	335000
2127	Mahindra	108000	Diesel	First Owner	475000
2128	Renault	75000	Diesel	First Owner	484999
2129	Maruti	22000	Petrol	Second Owner	650000
2130	Audi	76131	Diesel	First Owner	1850000
2131	Hyundai	30000	Petrol	Second Owner	700000
2132	Audi	65000	Diesel	First Owner	3000000
2133	Mahindra	60000	Diesel	First Owner	900000
2134	Volkswagen	80000	Diesel	First Owner	350000
2135	Honda	80000	Petrol	Second Owner	285000
2136	Audi	70000	Diesel	First Owner	1850000
2137	Maruti	51777	Diesel	First Owner	750000
2138	Land	64788	Diesel	First Owner	1650000
2139	Honda	20000	Petrol	First Owner	600000
2140	Volkswagen	19000	Petrol	First Owner	565000
2141	Daewoo	46951	Petrol	First Owner	86000
2142	Datsun	19000	Petrol	First Owner	329000
2143	Ford	50000	Diesel	First Owner	650000
2144	Hyundai	60000	Diesel	First Owner	822000
2145	Renault	100000	Diesel	Second Owner	345000
2146	Maruti	10000	Petrol	First Owner	30000
2147	Maruti	50000	Diesel	Second Owner	330000
2148	Maruti	74537	Petrol	Second Owner	300000
2149	Maruti	90000	Petrol	Second Owner	200000
2150	Tata	80000	Diesel	Second Owner	200000
2151	Chevrolet	70000	Petrol	Second Owner	90000
2152	Maruti	80000	Petrol	Second Owner	200000
2153	Hyundai	35000	Diesel	First Owner	550000
2154	Chevrolet	23500	Petrol	First Owner	250000
2155	Honda	82000	Diesel	First Owner	975000
2156	Toyota	100000	Diesel	Second Owner	900000
2157	Hyundai	15000	Petrol	First Owner	610000
2158	Maruti	30000	Diesel	First Owner	620000
2159	Hyundai	30000	Petrol	First Owner	400000
2160	Maruti	11000	Petrol	First Owner	500000
2161	Datsun	140000	Petrol	First Owner	200000
2162	Tata	110000	Diesel	First Owner	360000
2163	Maruti	48000	Petrol	First Owner	252000
2164	Maruti	70000	Diesel	Second Owner	280000
2165	Maruti	70000	Petrol	Second Owner	509999
2166	Mahindra	58000	Diesel	First Owner	1050000
2167	Maruti	40000	LPG	Fourth & Above Owner	200000
2168	Maruti	90000	Petrol	Second Owner	60000
2169	Mahindra	40000	Diesel	Second Owner	320000
2170	Mahindra	110000	Diesel	First Owner	520000
2171	Tata	80000	Diesel	Second Owner	250000
2172	Maruti	60000	Diesel	First Owner	725000
2173	Mahindra	50000	Diesel	First Owner	585000
2174	Tata	25000	Petrol	First Owner	430000
2175	Maruti	100000	Diesel	Second Owner	235000
2176	Maruti	52000	Diesel	Third Owner	350000
2177	Hyundai	80000	Petrol	Third Owner	131000
2178	Honda	85000	Diesel	First Owner	450000
2179	Maruti	83000	Diesel	First Owner	750000
2180	Maruti	50000	Petrol	First Owner	200000
2181	Maruti	120000	Petrol	Fourth & Above Owner	125000
2182	Mahindra	100000	Diesel	First Owner	500000
2183	Maruti	70000	Diesel	Third Owner	380000
2184	Maruti	19000	Petrol	First Owner	128000
2185	Honda	68600	Petrol	Third Owner	250000
2186	Mahindra	60000	Diesel	First Owner	690000
2187	Mahindra	65000	Diesel	Second Owner	650000
2188	Honda	40000	Petrol	Second Owner	560000
2189	Tata	160000	Diesel	Second Owner	120000
2190	Maruti	25000	Petrol	First Owner	400000
2191	Maruti	29500	Petrol	First Owner	200000
2192	Hyundai	13887	Petrol	First Owner	950000
2193	Maruti	50000	Petrol	Second Owner	300000
2194	Renault	30000	Petrol	Second Owner	315000
2195	Maruti	100000	Petrol	First Owner	220000
2196	Chevrolet	60000	Petrol	Second Owner	130000
2197	Hyundai	60000	Diesel	Second Owner	595000
2198	Tata	120000	Diesel	First Owner	110000
2199	Ford	13500	Petrol	First Owner	680000
2200	Fiat	52000	Diesel	First Owner	280000
2201	Maruti	30000	Petrol	Second Owner	530000
2202	Hyundai	14000	Petrol	First Owner	610000
2203	Tata	90000	Diesel	Second Owner	500000
2204	Tata	50000	Diesel	First Owner	500000
2205	Mahindra	120000	Diesel	Second Owner	250000
2206	Hyundai	10000	Petrol	First Owner	325000
2207	Maruti	10000	Petrol	First Owner	550000
2208	Maruti	25000	Petrol	First Owner	720000
2209	Hyundai	20000	Petrol	First Owner	950000
2210	Maruti	60000	Diesel	First Owner	350000
2211	Hyundai	40000	Petrol	First Owner	500000
2212	Maruti	60000	Diesel	First Owner	380000
2213	Hyundai	50000	Petrol	First Owner	380000
2214	Hyundai	20000	Petrol	First Owner	900000
2215	Maruti	35000	Petrol	First Owner	295000
2216	Maruti	40000	Diesel	First Owner	640000
2217	Tata	60000	Diesel	First Owner	790000
2218	Hyundai	20000	Petrol	First Owner	625000
2219	Ford	30000	Petrol	Second Owner	604000
2220	Maruti	29000	Petrol	First Owner	315000
2221	Mahindra	17000	Diesel	First Owner	950000
2222	Maruti	50000	Petrol	First Owner	400000
2223	Hyundai	42000	Petrol	First Owner	700000
2224	Toyota	120000	Diesel	Second Owner	700000
2225	Mahindra	110000	Diesel	First Owner	260000
2226	Tata	90000	Diesel	First Owner	200000
2227	Maruti	70000	Petrol	First Owner	580000
2228	Volkswagen	66000	Diesel	Second Owner	330000
2229	Hyundai	70000	Diesel	Third Owner	400000
2230	Hyundai	5000	Petrol	First Owner	1350000
2231	Mahindra	50000	Diesel	Second Owner	250000
2232	Skoda	25000	Petrol	First Owner	725000
2233	Maruti	70000	Diesel	First Owner	300000
2234	Maruti	40000	Petrol	Second Owner	120000
2235	Mahindra	110000	Diesel	First Owner	1175000
2236	Tata	150000	Diesel	First Owner	380000
2237	Tata	45000	Diesel	First Owner	400000
2238	Tata	90000	Diesel	Third Owner	140000
2239	Tata	140000	Diesel	Second Owner	229999
2240	Ford	83000	Petrol	Second Owner	110000
2241	Volkswagen	106000	Diesel	Second Owner	550000
2242	Chevrolet	60000	Petrol	Fourth & Above Owner	150000
2243	Maruti	40000	Petrol	Second Owner	265000
2244	Hyundai	138000	Petrol	Third Owner	300000
2245	Maruti	80000	Petrol	First Owner	280000
2246	Hyundai	50000	Petrol	Second Owner	130000
2247	Chevrolet	50000	Petrol	First Owner	350000
2248	Maruti	120000	Petrol	First Owner	200000
2249	Maruti	24400	Petrol	First Owner	550000
2250	Mahindra	60000	Diesel	Second Owner	400000
2251	Maruti	120000	Petrol	Second Owner	170000
2252	Hyundai	60000	Diesel	Second Owner	600000
2253	Maruti	100000	Petrol	Second Owner	130000
2254	Hyundai	60000	CNG	Second Owner	120000
2255	Maruti	120000	Petrol	Second Owner	100000
2256	Renault	27500	Petrol	First Owner	310000
2257	Maruti	10000	Petrol	First Owner	35000
2258	Hyundai	120000	Petrol	Third Owner	200000
2259	Maruti	70000	Diesel	Second Owner	270000
2260	Hyundai	80000	Diesel	First Owner	650000
2261	Tata	120000	Petrol	First Owner	210000
2262	Hyundai	90000	Diesel	First Owner	509999
2263	Ford	70000	Diesel	First Owner	229999
2264	Renault	188000	Diesel	Second Owner	409999
2265	Chevrolet	67840	Petrol	First Owner	130000
2266	Tata	30000	Petrol	First Owner	95000
2267	Maruti	35000	Petrol	Second Owner	225000
2268	Maruti	150000	Diesel	Second Owner	256999
2269	Maruti	100000	Diesel	First Owner	775000
2270	Maruti	30000	Petrol	First Owner	420000
2271	Hyundai	70000	Petrol	First Owner	480000
2272	Toyota	149032	Diesel	First Owner	200000
2273	Mahindra	380000	Diesel	Second Owner	260000
2274	Toyota	84050	Petrol	First Owner	210000
2275	Volkswagen	15000	Petrol	First Owner	600000
2276	Ford	140000	Diesel	Second Owner	140000
2277	Maruti	120000	Petrol	Third Owner	130000
2278	Maruti	112880	Diesel	First Owner	195000
2279	Tata	135000	Diesel	Second Owner	210000
2280	Maruti	80000	Petrol	Third Owner	130000
2281	Chevrolet	128000	Petrol	Third Owner	141000
2282	Mahindra	120000	Diesel	First Owner	280000
2283	Maruti	30000	Petrol	First Owner	350000
2284	Tata	70000	Petrol	First Owner	575000
2285	Hyundai	41000	Petrol	First Owner	550000
2286	Toyota	28100	Petrol	First Owner	420000
2287	Maruti	30000	Petrol	Second Owner	120000
2288	Maruti	30000	Petrol	First Owner	320000
2289	Hyundai	35000	Petrol	First Owner	250000
2290	Maruti	22000	Petrol	First Owner	300000
2291	Maruti	70000	Petrol	First Owner	250000
2292	Maruti	100000	Petrol	Second Owner	120000
2293	Mahindra	70000	Diesel	First Owner	750000
2294	Mahindra	200000	Diesel	Second Owner	151000
2295	Tata	120000	Diesel	First Owner	300000
